cod_municipio,iluminacao_total,familias_cadastradas,iluminacao_porcentagem
172130,1747,2082.0,0.8390970220941403
172208,8882,9177.0,0.967854418655334
172210,9435,9615.0,0.9812792511700468
210005,69087,70764.0,0.9763015092419874
210010,7613,7996.0,0.9521010505252626
210015,10012,11326.0,0.8839837541938902
210020,25140,29896.0,0.8409151725983409
210030,14638,16068.0,0.9110032362459547
210040,5449,7809.0,0.6977846075041618
210043,20486,20785.0,0.9856146259321626
210047,23797,24771.0,0.9606798272173106
210050,7121,8920.0,0.7983183856502242
210055,6376,7531.0,0.846633913158943
210060,25511,26401.0,0.9662891557137987
210070,23162,24432.0,0.948018991486575
210080,14606,15883.0,0.9195995718692942
210083,18029,21870.0,0.824371284865112
210087,9227,9556.0,0.9655713687735454
210090,30980,32654.0,0.9487352238623139
210095,16164,22406.0,0.7214139069891993
210100,22542,22842.0,0.9868662989230366
210110,10568,11020.0,0.958983666061706
210120,84194,106188.0,0.7928767845707613
210125,15738,16239.0,0.9691483465730648
210130,14055,15005.0,0.9366877707430856
210135,6130,6491.0,0.9443845324295178
210140,71277,76886.0,0.9270478370574617
210150,12972,16874.0,0.7687566670617518
210160,52868,79681.0,0.6634956890601272
210170,62151,64263.0,0.967135054385883
210173,7589,8060.0,0.9415632754342432
210177,10762,11357.0,0.9476094038918729
210180,2939,5549.0,0.5296449810776717
210190,18915,20482.0,0.9234937994336491
210193,4811,4842.0,0.9935976869062371
210197,6801,6960.0,0.9771551724137931
210200,27884,28930.0,0.9638437608019357
210203,20893,25264.0,0.82698701709943
210207,12257,13666.0,0.8968974096297381
210210,24864,26261.0,0.9468032443547466
210215,8200,8606.0,0.9528236114338834
210220,23969,25067.0,0.9561973909921411
210230,19748,20446.0,0.9658612931624768
210232,42971,43506.0,0.987702845584517
210235,11544,12153.0,0.9498889163169588
210237,11927,14832.0,0.8041396979503775
210240,6851,8952.0,0.7653038427167114
210250,20974,21896.0,0.9578918523931311
210255,9390,9453.0,0.9933354490637892
210260,18727,19103.0,0.9803172276605768
210270,16852,17373.0,0.9700109365106775
210275,10938,12014.0,0.9104378225403695
210280,19431,22788.0,0.8526856240126383
210290,25822,29839.0,0.8653775260565032
210300,106960,116558.0,0.917654729834074
210310,10662,10797.0,0.9874965268130036
210312,9227,10467.0,0.881532435272762
210315,12256,13131.0,0.9333637955982027
210317,14803,15573.0,0.9505554485327169
210320,98083,100741.0,0.973615509077734
210325,12289,12338.0,0.9960285297455017
210330,88229,94869.0,0.9300087489063867
210340,44510,45949.0,0.9686826699166468
210350,33691,34987.0,0.9629576699917112
210355,12940,13489.0,0.9593001705093038
210360,43332,43959.0,0.9857367092063059
210370,41670,43484.0,0.9582835065771318
210375,11539,11607.0,0.994141466356509
210380,16906,19980.0,0.8461461461461461
210390,10916,11546.0,0.9454356487095098
210400,10396,16511.0,0.6296408454969414
210405,26365,27097.0,0.9729859394028859
210407,6833,7331.0,0.9320692947756104
210408,8820,9621.0,0.9167446211412535
210409,11582,13429.0,0.8624618363243727
210410,10535,13020.0,0.8091397849462365
210420,13005,13288.0,0.9787025888019265
210430,7857,7992.0,0.9831081081081081
210440,14643,15205.0,0.963038474186123
210450,7961,8058.0,0.9879622735170017
210455,15287,17646.0,0.8663153122520685
210460,11994,12444.0,0.9638379942140791
210462,5576,5839.0,0.9549580407604041
210465,9242,9367.0,0.9866552791715597
210467,20140,22135.0,0.9098712446351931
210470,5813,6518.0,0.8918379871126112
210480,54160,60445.0,0.8960211762759533
210490,11365,11704.0,0.9710355434039645
210500,21089,22465.0,0.9387491653683507
210510,21389,24237.0,0.8824937079671576
210515,13116,13359.0,0.9818100157197395
210520,5669,9117.0,0.6218054184490512
210530,193426,204302.0,0.9467650830633082
210535,12481,13181.0,0.9468932554434413
210540,52259,54631.0,0.9565814281268876
210542,16416,22945.0,0.7154499891043801
210545,7490,7547.0,0.9924473300649265
210547,11926,13083.0,0.9115646258503401
210550,19627,20757.0,0.9455605337958279
210560,12652,12934.0,0.9781970001546312
210565,5132,5323.0,0.9641179785835056
210570,37229,38561.0,0.965457327351469
210580,8719,10334.0,0.8437197600154829
210590,13987,14486.0,0.9655529476736159
210592,9731,10098.0,0.9636561695385225
210594,8549,8604.0,0.9936076243607624
210596,10162,10305.0,0.9861232411450752
210598,6986,7254.0,0.9630548662806727
210600,10272,10543.0,0.9742957412501185
210610,7196,11038.0,0.6519296974089509
210620,10516,10702.0,0.9826200710147636
210630,10912,11189.0,0.9752435427652159
210632,21323,21761.0,0.9798722485179909
210635,5044,5666.0,0.8902223791034239
210637,8751,9376.0,0.9333404436860068
210640,16654,17824.0,0.9343581687612208
210650,23896,24568.0,0.9726473461413221
210660,25526,28570.0,0.8934546727336367
210663,9674,10820.0,0.8940850277264325
210667,6381,6737.0,0.9471574884963634
210670,17789,20477.0,0.8687307711090492
210675,18951,19440.0,0.9748456790123456
210680,17349,17480.0,0.9925057208237986
210690,30617,33977.0,0.9011095741236719
210700,9252,9852.0,0.9390986601705238
210710,13944,19101.0,0.7300141353855819
210720,6412,10759.0,0.5959661678594665
210725,4492,4606.0,0.9752496743378203
210730,4076,5153.0,0.7909955365806326
210735,13375,16216.0,0.8248026640355205
210740,13813,18598.0,0.7427142703516507
210745,14733,14858.0,0.9915870238255485
210750,90686,94146.0,0.9632485713678755
210760,22422,22842.0,0.9816128184922511
210770,13809,22221.0,0.6214391791548535
210780,25728,26341.0,0.9767282942940663
210790,15383,15572.0,0.9878628307218084
210800,14584,17385.0,0.8388840954846132
210805,12754,14715.0,0.8667346245327897
210810,16779,17428.0,0.9627610741335781
210820,25360,25558.0,0.992252914938571
210825,22802,30152.0,0.7562350756168745
210830,30297,32031.0,0.9458649433361431
210840,14306,17847.0,0.8015913038605929
210845,19562,21867.0,0.8945900214935748
210850,24768,25112.0,0.9863013698630136
210860,65866,76454.0,0.8615114971093729
210870,21385,26724.0,0.8002170333782368
210880,12366,14655.0,0.8438075742067553
210890,13615,17917.0,0.7598928392029916
210900,17162,17417.0,0.9853591318826433
210905,8096,8114.0,0.9977816120285925
210910,25686,26264.0,0.9779926896131587
210920,9286,11198.0,0.8292552241471691
210923,4426,6985.0,0.6336435218324982
210927,15687,16260.0,0.964760147601476
210930,10050,10370.0,0.9691417550626809
210940,9919,12588.0,0.7879726723863998
210945,27086,29817.0,0.908407955193346
210950,18246,19330.0,0.943921365752716
210955,5351,5368.0,0.9968330849478391
210960,31819,32673.0,0.973862210387782
210970,5832,6189.0,0.9423170140571983
210975,5809,6034.0,0.9627113026184952
210980,21490,38551.0,0.5574433866825763
210990,61590,63624.0,0.9680309317238778
211000,50089,52140.0,0.9606635980053702
211003,18062,22532.0,0.8016154802059293
211010,22336,24855.0,0.8986521826594247
211020,25317,32396.0,0.7814853685640203
211023,6474,7374.0,0.8779495524816925
211027,13209,13929.0,0.9483092827912988
211030,11600,13690.0,0.8473338203067933
211040,14681,15586.0,0.9419350699345567
211050,31232,32896.0,0.9494163424124513
211060,24312,27396.0,0.8874288217257994
211065,8041,8909.0,0.9025704343921876
211070,29445,30211.0,0.97464499685545
211080,2674,4740.0,0.5641350210970464
211085,6530,7774.0,0.8399794185747363
211090,9965,11101.0,0.8976668768579408
211100,23490,26690.0,0.8801049082053204
211102,11624,11885.0,0.978039545645772
211105,7994,8334.0,0.9592032637389009
211107,12780,16637.0,0.7681673378613932
211110,22670,23226.0,0.9760613106001894
211120,170984,181928.0,0.9398443340222505
211125,5223,6693.0,0.7803675481846706
211130,661656,679964.0,0.9730750451494491
211140,13101,16468.0,0.7955428710225892
211150,34405,34725.0,0.9907847372210223
211153,5874,10596.0,0.5543601359003397
211157,4414,4524.0,0.9756852343059239
211160,18299,19311.0,0.9475946351820206
211163,4078,5216.0,0.7818251533742331
211167,5384,6161.0,0.8738841097224477
211170,24536,26307.0,0.932679514957996
211172,8372,9053.0,0.9247763172429029
211174,9174,10155.0,0.903397341211226
211176,14808,14962.0,0.9897072583879161
211178,9829,19245.0,0.5107300597557807
211180,13913,14758.0,0.9427429190947283
211190,11403,11709.0,0.9738662567255957
211195,5168,5763.0,0.8967551622418879
211200,5831,7509.0,0.7765348248768145
211210,17994,21703.0,0.829101967469935
211220,154233,158152.0,0.9752200414790834
211223,18770,18889.0,0.9937000370586055
211227,5914,5985.0,0.9881370091896408
211230,29801,30807.0,0.9673450839095011
211240,35294,37105.0,0.9511925616493734
211245,16354,28108.0,0.5818272377970685
211250,51946,54989.0,0.9446616596046482
211260,24830,29488.0,0.8420374389582203
211270,34477,36037.0,0.9567111579765242
211280,54858,57576.0,0.9527928303459775
211285,6884,7143.0,0.9637407251854962
211290,20213,25534.0,0.7916111850865513
211300,24510,25329.0,0.9676655217339808
211400,41435,42297.0,0.9796203040404757
220005,6756,7089.0,0.9530258146424038
220010,4472,5293.0,0.8448894766672964
220020,8359,16621.0,0.5029179953071415
220025,8114,8336.0,0.9733685220729367
220027,4810,4972.0,0.9674175382139983
220030,11018,14098.0,0.7815292949354519
220040,27373,29309.0,0.9339452045446791
220045,2886,5758.0,0.5012156998957972
220050,18347,20226.0,0.9070997725699594
220060,7216,10632.0,0.6787057938299473
220070,7374,8502.0,0.8673253352152435
220080,2222,2620.0,0.8480916030534351
220090,6120,6125.0,0.9991836734693877
220095,3405,3588.0,0.9489966555183946
220100,4621,5080.0,0.9096456692913386
220105,7099,7284.0,0.9746018671059857
220110,9780,12766.0,0.7660974463418455
220115,7016,10354.0,0.6776125169016806
220117,4854,4973.0,0.9760707822240097
220120,53025,62841.0,0.8437962476726978
220130,2747,4003.0,0.6862353235073695
220140,5394,8602.0,0.6270634736107882
220150,21725,23367.0,0.9297299610561903
220155,3780,4194.0,0.9012875536480687
220157,3858,3978.0,0.9698340874811463
