cod_municipio,sub_nutricao,pop_2021,sub_nutricao_porcentagem
210980,11151,42483,0.2624814631735047
210990,9950,89489,0.11118684978041994
211000,18852,72887,0.25864694664343435
211003,5758,25371,0.2269520318473848
211010,7804,25764,0.30290327588883714
211020,6878,38298,0.17959162358347694
211023,1371,13547,0.10120321842474349
211027,2577,16034,0.16072096794312088
211030,3795,14522,0.2613276408208236
211040,4424,18717,0.23636266495699096
211050,4534,45604,0.0994211034119814
211060,5432,28667,0.18948616876547947
211065,984,7420,0.1326145552560647
211070,5350,34384,0.15559562587249884
211080,729,4562,0.159798334064007
211085,2911,11941,0.24378192781174107
211090,2427,12218,0.19864134882959567
211100,1525,20701,0.07366793874692044
211102,3197,15787,0.20250839298156711
211105,2227,11193,0.19896363798802824
211107,5644,18645,0.3027085009385894
211110,3220,25996,0.12386521003231267
211120,18919,179028,0.10567620707375383
211125,3164,7640,0.41413612565445024
211130,49937,1108975,0.04502986992493068
211140,9419,18727,0.5029636353927485
211150,7255,41579,0.1744871209023786
211153,582,12735,0.04570082449941107
211157,735,4684,0.15691716481639625
211160,4164,18980,0.21938883034773446
211163,1060,5131,0.2065874098616254
211167,1686,6789,0.2483429076447194
211170,3875,22350,0.17337807606263983
211172,1948,14096,0.13819523269012485
211174,3447,11214,0.3073836276083467
211176,4966,14050,0.35345195729537365
211178,2329,10299,0.22613846004466454
211180,6398,18160,0.35231277533039645
211190,2791,10634,0.2624600338536769
211195,1277,5676,0.22498238195912615
211200,1759,8582,0.20496387788394313
211210,6002,29183,0.2056676832402426
211220,21435,170222,0.12592379363419534
211223,4600,22112,0.20803183791606367
211227,2361,5854,0.4033139733515545
211230,11145,42040,0.265104662226451
211240,3981,35709,0.11148449970595647
211245,2167,25868,0.08377145507963507
211250,3157,59398,0.053149937708340346
211260,2418,33459,0.07226755133148031
211270,1458,57168,0.025503778337531487
211280,7789,52649,0.14794203118767688
211285,2320,13598,0.1706133254890425
211290,5772,32861,0.17564894555856486
211300,6614,31522,0.20982171182031598
211400,9771,51956,0.18806297636461622
220005,1513,7102,0.21303858068149817
220010,893,5131,0.17404014811927498
220020,2827,17470,0.16182026330852892
220025,1305,7665,0.17025440313111545
220027,1166,4918,0.2370882472549817
220030,1945,14339,0.13564404770207128
220040,6165,40605,0.1518285925378648
220045,1059,5445,0.19449035812672177
220050,3795,17604,0.21557600545330607
220060,1036,6783,0.15273477812177502
220070,501,9938,0.05041255785872409
220080,523,3170,0.16498422712933755
220090,841,5827,0.14432812768148276
220095,455,2551,0.17836142689141513
220100,965,4720,0.2044491525423729
220105,1242,7863,0.15795497901564287
220110,1973,11326,0.1742009535581847
220115,2398,11671,0.2054665409990575
220117,888,3952,0.22469635627530365
220120,9961,47185,0.21110522411783406
220130,559,3352,0.16676610978520287
220140,926,7027,0.13177742991319197
220150,4543,26905,0.1688533729790002
220155,958,4030,0.23771712158808933
220157,640,3587,0.17842207973236687
220160,1750,10473,0.1670963429771794
220170,1034,5507,0.1877610314145633
220173,1499,6210,0.24138486312399357
220177,1505,6815,0.22083639031548055
220180,760,4505,0.16870144284128746
220190,4731,25387,0.18635522117619255
220191,723,5651,0.1279419571757211
220192,1351,5685,0.2376429199648197
220194,1348,6426,0.20977279800809212
220196,1271,8347,0.15227027674613633
220198,980,3848,0.25467775467775466
220200,2378,19807,0.12005856515373353
220202,1109,8264,0.13419651500484028
220205,1963,10630,0.18466603951081845
220207,615,3573,0.17212426532325778
220208,914,7674,0.11910346624967423
220209,965,5781,0.16692613734647985
220210,1405,5620,0.25
220211,1131,5069,0.22312093115012824
220213,994,5965,0.1666387259010897
220217,1469,7311,0.20093010532074956
220220,6117,46893,0.13044590877103193
220225,380,3944,0.09634888438133875
220230,2417,21258,0.1136983723774579
220240,2184,11445,0.1908256880733945
220245,830,4114,0.2017501215362178
220250,2400,10964,0.21889821233126597
220253,2164,5890,0.367402376910017
220255,1110,5085,0.2182890855457227
220260,3886,19715,0.1971088004057824
220265,1679,5451,0.3080168776371308
220270,4422,27845,0.15880768540132878
220271,742,4899,0.15145948152684222
220272,1904,6168,0.3086900129701686
220273,762,4032,0.18898809523809523
220275,1557,6516,0.23895027624309392
220277,1070,7661,0.13966845059391725
220280,1016,4807,0.21135843561472853
220285,655,4685,0.13980789754535752
220290,613,26709,0.022951065184020368
220300,978,8323,0.1175057070767752
220310,1812,10444,0.17349674454232095
220320,3330,11426,0.29144057412917906
220323,1149,4968,0.23128019323671498
220325,2057,4459,0.46131419600807355
220327,1640,5367,0.30557108254145704
220330,3920,13840,0.2832369942196532
220335,806,7029,0.11466780480864988
220340,1715,6922,0.24776076278532216
220342,815,4354,0.18718419843821774
220345,1648,9565,0.17229482488238368
220350,1316,14575,0.09029159519725558
220360,578,4930,0.11724137931034483
220370,6605,39848,0.16575486850030113
220375,1189,5319,0.223538259071254
220380,487,4462,0.10914388166741372
220385,350,2560,0.13671875
220390,2569,60025,0.04279883381924198
220400,809,5347,0.15129979427716478
220410,926,4323,0.21420309969928292
220415,300,3200,0.09375
220420,1312,9372,0.1399914639351259
220430,1333,11659,0.1143322754953255
220435,624,5460,0.11428571428571428
220440,2070,10694,0.19356648587993266
220450,1835,10497,0.17481185100504906
220455,1896,4568,0.415061295971979
220460,323,3879,0.08326888373292085
220465,1182,9457,0.12498678227767791
220470,3226,15319,0.2105881584959854
220480,1066,9838,0.1083553567798333
220490,2555,8566,0.2982722390847537
220500,1570,11551,0.13591896805471387
220510,774,11028,0.07018498367791078
220515,1374,5729,0.23983243148891603
220520,3276,19170,0.17089201877934274
220525,955,4513,0.2116109018391314
220527,661,4875,0.1355897435897436
220530,486,4447,0.10928715988306724
220535,696,3005,0.23161397670549086
220540,2858,14376,0.19880356149137451
220545,1588,5466,0.29052323454079765
220550,7517,39336,0.19109721374822045
220551,726,5485,0.13236098450319053
220552,1508,5640,0.2673758865248227
220553,1088,4777,0.2277580071174377
220554,228,2858,0.07977606717984605
220555,680,8577,0.07928180016322724
220556,906,4656,0.19458762886597938
220557,1403,6777,0.20702375682455365
