cod_municipio,sanitario_total,familias_cadastradas,sanitario_porcentagem
170190,4543,5785.0,0.7853068280034572
170200,114,7333.0,0.015546161189144961
170210,28682,102027.0,0.28112166387328846
170215,2053,4618.0,0.44456474664356865
170220,340,20827.0,0.01632496278868776
170230,359,4553.0,0.07884911047660884
170240,884,10796.0,0.08188217858466099
170255,4367,13697.0,0.31882894064393663
170270,599,3087.0,0.19403952057013282
170290,5191,11465.0,0.45276929786306147
170300,1359,7916.0,0.171677614957049
170305,1282,2406.0,0.5328345802161264
170307,166,3941.0,0.04212128901294088
170310,749,5750.0,0.1302608695652174
170320,2944,3846.0,0.765470618824753
170330,443,3603.0,0.12295309464335276
170360,185,2098.0,0.08817921830314586
170370,1698,4781.0,0.3551558251411839
170380,57,6566.0,0.008681084374048126
170382,284,1814.0,0.1565600882028666
170384,194,6243.0,0.03107480378023386
170386,157,3373.0,0.046546101393418325
170388,2354,2640.0,0.8916666666666667
170389,2167,2986.0,0.7257200267916946
170390,3249,6652.0,0.48842453397474445
170410,21,2228.0,0.009425493716337522
170460,66,1461.0,0.045174537987679675
170510,1315,3282.0,0.40067032297379646
170550,24144,24774.0,0.9745701138290143
170555,275,4948.0,0.055578011317704124
170560,804,3588.0,0.22408026755852842
170600,1981,5029.0,0.3939152913103997
170610,450,6055.0,0.07431874483897605
170625,0,1594.0,0.0
170650,1224,5437.0,0.2251241493470664
170700,1864,13023.0,0.14313138293787914
170710,154,6197.0,0.024850734226238503
170720,2540,6641.0,0.38247251919891584
170730,55,3977.0,0.013829519738496355
170740,1144,7234.0,0.1581421067182748
170755,2603,3047.0,0.8542829012143092
170765,3876,4174.0,0.928605654048874
170770,1073,6732.0,0.15938799762329173
170820,659,14307.0,0.04606136856084434
170825,1619,3926.0,0.41237901171676006
170830,431,4906.0,0.08785161027313494
170900,4845,10935.0,0.4430727023319616
170930,7569,14627.0,0.5174676967252342
170950,22787,42411.0,0.537289854047299
170980,1266,1859.0,0.6810112963959117
171050,2125,6039.0,0.351879450240106
171070,3721,4873.0,0.7635953211573979
171090,732,3566.0,0.2052720134604599
171110,87,2027.0,0.04292057227429699
171150,81,3518.0,0.023024445707788516
171180,712,2591.0,0.2747973755306831
171190,311,7134.0,0.04359405663022147
171195,65,3007.0,0.02161622879946791
171200,74,2223.0,0.033288349077822764
171215,3,1421.0,0.00211118930330753
171240,407,2701.0,0.1506849315068493
171245,93,2743.0,0.03390448414145097
171250,641,3441.0,0.1862830572507992
171270,18,1725.0,0.010434782608695653
171280,749,3170.0,0.2362776025236593
171320,7772,14123.0,0.5503080082135524
171330,814,10419.0,0.07812649966407524
171360,4800,5489.0,0.874476225177628
171370,53,2551.0,0.020776166209329674
171380,1084,5188.0,0.20894371626831149
171395,400,3612.0,0.11074197120708748
171420,425,7207.0,0.05897044540030526
171430,454,3951.0,0.11490761832447481
171488,210,9024.0,0.02327127659574468
171500,569,3136.0,0.18144132653061223
171510,2168,3005.0,0.7214642262895175
171515,287,1758.0,0.1632536973833902
171525,424,2567.0,0.16517335410985587
171550,67,1209.0,0.055417700578990904
171570,560,3953.0,0.14166455856311663
171575,919,5984.0,0.15357620320855614
171610,3822,21919.0,0.17436926867101601
171620,841,10947.0,0.07682470083127797
171630,294,3989.0,0.07370268237653547
171650,6386,8208.0,0.7780214424951267
171660,1281,8379.0,0.15288220551378445
171665,323,4486.0,0.0720017833259028
171670,4245,6762.0,0.6277728482697427
171700,45,4163.0,0.01080951237088638
171720,374,2712.0,0.137905604719764
171750,345,5073.0,0.06800709639266705
171780,794,4672.0,0.1699486301369863
171790,56,4986.0,0.011231448054552748
171800,123,2577.0,0.047729918509895226
171820,26374,43390.0,0.6078359068909887
171830,4367,5604.0,0.7792648108493933
171840,2414,2545.0,0.9485265225933203
171845,2388,2472.0,0.9660194174757282
171850,87,3600.0,0.024166666666666666
171855,315,3726.0,0.08454106280193237
171865,524,1773.0,0.2955442752397067
171870,2546,2847.0,0.8942746750965929
171875,2162,5293.0,0.40846400906858116
171880,3967,5357.0,0.7405264140377077
171884,239,4064.0,0.058809055118110236
171886,45,5383.0,0.008359650752368568
171888,919,2035.0,0.4515970515970516
171889,114,1522.0,0.07490144546649145
171890,568,4421.0,0.1284777199728568
171900,1064,1995.0,0.5333333333333333
172000,496,2019.0,0.2456661713719663
172010,75,4559.0,0.01645097609124808
172015,21,1300.0,0.016153846153846154
172020,4116,10442.0,0.3941773606588776
172025,57,2560.0,0.022265625
172030,174,4356.0,0.03994490358126722
172049,1633,4365.0,0.3741122565864834
172065,69,5304.0,0.013009049773755657
172080,831,8520.0,0.09753521126760563
172085,4,1565.0,0.0025559105431309905
172090,724,15044.0,0.04812549853762297
172093,962,1617.0,0.5949288806431664
172097,755,2427.0,0.3110836423568191
172100,163924,188795.0,0.8682645197171536
172110,87,6173.0,0.014093633565527296
172120,9438,18886.0,0.4997352536270253
172125,1372,1476.0,0.9295392953929539
172130,18,2082.0,0.008645533141210375
172208,1530,9177.0,0.16672115070284407
172210,229,9615.0,0.023816952678107125
210005,62968,70764.0,0.8898309875077723
210010,475,7996.0,0.059404702351175585
210015,4752,11326.0,0.4195656012714109
210020,667,29896.0,0.02231067701364731
210030,870,16068.0,0.05414488424197162
210040,3614,7809.0,0.46279933410167756
210043,589,20785.0,0.028337743565070964
210047,11610,24771.0,0.46869322998667795
210050,1872,8920.0,0.20986547085201793
210055,739,7531.0,0.09812773868012216
210060,12707,26401.0,0.48130752623006706
210070,6656,24432.0,0.2724296005239031
210080,4739,15883.0,0.2983693256941384
210083,1388,21870.0,0.06346593507087334
210087,3459,9556.0,0.36197153620761824
210090,786,32654.0,0.02407055797145832
210095,6013,22406.0,0.2683656163527626
210100,1174,22842.0,0.05139655021451712
210110,1978,11020.0,0.179491833030853
210120,38356,106188.0,0.3612084227973029
210125,9212,16239.0,0.567276310117618
210130,4065,15005.0,0.27090969676774407
210135,3256,6491.0,0.5016176244030196
210140,15439,76886.0,0.20080378742553912
210150,3346,16874.0,0.19829323219153727
210160,35275,79681.0,0.44270277732458174
210170,11900,64263.0,0.18517654015529933
210173,1179,8060.0,0.14627791563275433
210177,8320,11357.0,0.7325878312934754
210180,779,5549.0,0.14038565507298612
210190,3064,20482.0,0.14959476613611952
210193,3813,4842.0,0.7874845105328376
210197,458,6960.0,0.06580459770114942
210200,15355,28930.0,0.5307639128931905
210203,11360,25264.0,0.4496516782773908
210207,877,13666.0,0.06417386213961657
210210,11497,26261.0,0.43779749438330606
210215,4205,8606.0,0.48861259586335115
210220,632,25067.0,0.025212430685762156
210230,3118,20446.0,0.15249926636016825
210232,3884,43506.0,0.08927504252287041
210235,6898,12153.0,0.5675964782358266
210237,1874,14832.0,0.12634843581445523
210240,1558,8952.0,0.17403932082216264
210250,235,21896.0,0.010732553891121667
210255,3615,9453.0,0.3824182799111393
210260,675,19103.0,0.03533476417316652
210270,260,17373.0,0.014965751453404709
210275,5720,12014.0,0.4761112035958049
210280,3048,22788.0,0.13375460768825698
210290,10268,29839.0,0.34411340862629447
210300,81846,116558.0,0.7021911837883286
210310,843,10797.0,0.07807724367879966
210312,1618,10467.0,0.15458106429731538
210315,6937,13131.0,0.5282918284974488
210317,3440,15573.0,0.22089513902266744
210320,22370,100741.0,0.2220545755948422
210325,8175,12338.0,0.6625871291943589
210330,53394,94869.0,0.5628182019416248
210340,32164,45949.0,0.6999934710222203
210350,16243,34987.0,0.4642581530282676
210355,3638,13489.0,0.2697012380458151
210360,26767,43959.0,0.6089083009167634
210370,13888,43484.0,0.3193818415969092
210375,8902,11607.0,0.766950977858189
210380,11022,19980.0,0.5516516516516516
210390,2773,11546.0,0.24016975575957042
210400,4000,16511.0,0.24226273393495246
210405,10542,27097.0,0.3890467579436838
210407,220,7331.0,0.030009548492702223
210408,707,9621.0,0.07348508471052904
210409,4890,13429.0,0.36413731476655
210410,3020,13020.0,0.23195084485407066
210420,167,13288.0,0.012567730282962071
210430,3314,7992.0,0.4146646646646647
210440,3366,15205.0,0.22137454784610325
210450,241,8058.0,0.029908165797964757
210455,5603,17646.0,0.3175223846764139
210460,880,12444.0,0.0707168113146898
210462,380,5839.0,0.06507963692413084
210465,5342,9367.0,0.5702999893242233
210467,1093,22135.0,0.0493788118364581
210470,1577,6518.0,0.24194538201902424
210480,26153,60445.0,0.43267433203738936
210490,7069,11704.0,0.6039815447710185
210500,3102,22465.0,0.13808146004896504
210510,5525,24237.0,0.22795725543590378
210515,2126,13359.0,0.1591436484766824
210520,2183,9117.0,0.23944279916639247
210530,181139,204302.0,0.8866237237031453
210535,7055,13181.0,0.5352401183521736
210540,1045,54631.0,0.019128333729933555
210542,9544,22945.0,0.4159511876225757
210545,947,7547.0,0.1254803233072744
210547,5596,13083.0,0.4277306428189253
210550,6969,20757.0,0.33574215927157103
210560,5405,12934.0,0.4178908303695686
210565,130,5323.0,0.024422318241593088
210570,22097,38561.0,0.5730401182541947
210580,456,10334.0,0.04412618540739307
210590,4668,14486.0,0.32224216484881957
210592,5042,10098.0,0.4993067934244405
210594,1500,8604.0,0.17433751743375175
210596,4650,10305.0,0.4512372634643377
210598,5113,7254.0,0.7048524951750759
210600,7135,10543.0,0.6767523475291662
210610,3019,11038.0,0.273509693785106
210620,7400,10702.0,0.6914595402728462
210630,7551,11189.0,0.6748592367503798
210632,1806,21761.0,0.08299250953540738
210635,1074,5666.0,0.18955171196611367
210637,3965,9376.0,0.4228882252559727
210640,6349,17824.0,0.3562051166965889
210650,5132,24568.0,0.20888961250407034
210660,4896,28570.0,0.1713685684284214
210663,2347,10820.0,0.21691312384473196
210667,2675,6737.0,0.3970610063826629
210670,3679,20477.0,0.1796649899887679
210675,4787,19440.0,0.24624485596707818
210680,10221,17480.0,0.5847254004576659
210690,6784,33977.0,0.19966447891220532
210700,2274,9852.0,0.23081607795371498
210710,1405,19101.0,0.07355635830584786
210720,1466,10759.0,0.1362580165442885
210725,336,4606.0,0.0729483282674772
210730,1485,5153.0,0.28818164176208033
210735,3402,16216.0,0.2097927972372965
210740,7083,18598.0,0.3808474029465534
210745,752,14858.0,0.05061246466550007
210750,74038,94146.0,0.7864168419263697
210760,2525,22842.0,0.1105419840644427
210770,1535,22221.0,0.06907879933396337
210780,649,26341.0,0.02463839641623325
210790,1761,15572.0,0.11308759311584896
210800,9262,17385.0,0.5327581248202473
210805,720,14715.0,0.04892966360856269
210810,870,17428.0,0.04991966949736057
210820,3841,25558.0,0.1502856248532749
210825,1760,30152.0,0.05837092066861237
210830,9056,32031.0,0.282726109081827
210840,2521,17847.0,0.1412562335406511
210845,3477,21867.0,0.15900672245849912
210850,1763,25112.0,0.0702054794520548
210860,24647,76454.0,0.32237685405603367
210870,14153,26724.0,0.5295988624457416
210880,2362,14655.0,0.16117366086659843
210890,6436,17917.0,0.35921192163866716
210900,979,17417.0,0.05620945053683183
210905,5550,8114.0,0.6840029578506286
210910,1570,26264.0,0.05977764240024368
210920,215,11198.0,0.019199857117342383
210923,1757,6985.0,0.25153901216893343
210927,2421,16260.0,0.1488929889298893
210930,1596,10370.0,0.15390549662487946
210940,2976,12588.0,0.23641563393708293
210945,10705,29817.0,0.35902337592648487
210950,7825,19330.0,0.40481117434040353
210955,473,5368.0,0.08811475409836066
210960,19650,32673.0,0.6014140115691856
210970,258,6189.0,0.04168686379059622
210975,2229,6034.0,0.36940669539277426
210980,5485,38551.0,0.1422790589089777
210990,53555,63624.0,0.8417421098956369
211000,11638,52140.0,0.22320675105485233
211003,13064,22532.0,0.5797976211610154
211010,4987,24855.0,0.20064373365520016
211020,10245,32396.0,0.31624274601802693
211023,3123,7374.0,0.42351505288852725
211027,1735,13929.0,0.1245602699404121
211030,5298,13690.0,0.38699780861943023
211040,1677,15586.0,0.10759656101629668
211050,11884,32896.0,0.36125972762645914
211060,3208,27396.0,0.11709738647977808
211065,4089,8909.0,0.45897407116399147
211070,2789,30211.0,0.09231736784614876
211080,417,4740.0,0.0879746835443038
211085,3088,7774.0,0.39722150758940056
211090,722,11101.0,0.06503918565894964
211100,4717,26690.0,0.17673285874859498
211102,4191,11885.0,0.3526293647454775
211105,319,8334.0,0.0382769378449724
211107,6049,16637.0,0.36358718518963756
211110,18580,23226.0,0.7999655558425902
211120,112152,181928.0,0.6164636559518051
211125,794,6693.0,0.11863140594651128
211130,569023,679964.0,0.836842832855857
211140,2571,16468.0,0.156120961865436
211150,2280,34725.0,0.06565874730021598
211153,3937,10596.0,0.37155530388825975
211157,3039,4524.0,0.6717506631299734
211160,169,19311.0,0.008751488788773238
211163,1648,5216.0,0.3159509202453988
211167,2964,6161.0,0.4810907320240221
211170,3550,26307.0,0.1349450716539324
211172,1743,9053.0,0.19253286203468464
211174,951,10155.0,0.09364844903988183
211176,7749,14962.0,0.5179120438444058
211178,2182,19245.0,0.11338009872694206
211180,1028,14758.0,0.06965713511315896
211190,3061,11709.0,0.2614228371338287
211195,1375,5763.0,0.2385910116258893
211200,3109,7509.0,0.4140364895458783
211210,5318,21703.0,0.24503524858314518
211220,128206,158152.0,0.8106505134301178
211223,8499,18889.0,0.44994441209169356
211227,3031,5985.0,0.5064327485380117
211230,3193,30807.0,0.10364527542441652
211240,1603,37105.0,0.04320172483492791
211245,2571,28108.0,0.09146862103315782
211250,9656,54989.0,0.17559875611485934
211260,4068,29488.0,0.13795442213781878
211270,13358,36037.0,0.37067458445486584
211280,10778,57576.0,0.18719605391135194
211285,5062,7143.0,0.7086658266834663
211290,3493,25534.0,0.13679799483042218
211300,19177,25329.0,0.7571163488491452
211400,5379,42297.0,0.12717213986807574
220005,3236,7089.0,0.4564818733248695
220010,3362,5293.0,0.6351785376912904
220020,7529,16621.0,0.4529811684014199
220025,222,8336.0,0.02663147792706334
220027,108,4972.0,0.02172164119066774
220030,3365,14098.0,0.23868633848772874
220040,23158,29309.0,0.7901327237367362
220045,666,5758.0,0.11566516151441472
220050,4085,20226.0,0.20196776426381885
220060,6361,10632.0,0.598288186606471
220070,6215,8502.0,0.7310044695365796
220080,420,2620.0,0.16030534351145037
220090,5851,6125.0,0.955265306122449
220095,2740,3588.0,0.7636566332218506
220100,2763,5080.0,0.5438976377952756
220105,862,7284.0,0.11834157056562328
220110,8828,12766.0,0.6915243615854614
220115,4064,10354.0,0.3925053119567317
220117,922,4973.0,0.18540116629800926
220120,30947,62841.0,0.49246511035788737
220130,1161,4003.0,0.29003247564326756
220140,4384,8602.0,0.50964891885608
220150,12810,23367.0,0.5482090127102324
220155,12,4194.0,0.002861230329041488
220157,45,3978.0,0.011312217194570135
220160,7313,10122.0,0.7224856747678324
220170,4117,5501.0,0.7484093801127067
220173,4197,7471.0,0.5617721857850355
220177,3344,8613.0,0.388250319284802
220180,3706,4275.0,0.8669005847953216
220190,26649,30632.0,0.8699725776965265
220191,2982,5878.0,0.5073154134059203
220192,390,7278.0,0.05358615004122012
220194,175,6694.0,0.026142814460711084
220196,5646,7785.0,0.7252408477842004
220198,3637,4770.0,0.7624737945492662
220200,1928,17992.0,0.10715873721654068
220202,742,7758.0,0.09564320701211652
